Date	Hours	FI
17-11-2014	05-06	29.01
17-11-2014	06-07	43.43
17-11-2014	07-08	45.99
17-11-2014	08-09	45.72
17-11-2014	09-10	65.2
17-11-2014	10-11	36.57
17-11-2014	11-12	35.48
17-11-2014	12-13	33.6
17-11-2014	13-14	33.26
17-11-2014	14-15	67.36
17-11-2014	15-16	74.33
17-11-2014	16-17	74.31
17-11-2014	17-18	74.31
17-11-2014	18-19	71.23
17-11-2014	19-20	33.09
17-11-2014	20-21	31.82
17-11-2014	21-22	31.2
17-11-2014	22-23	30.74
17-11-2014	23-00	29.96
18-11-2014	00-01	29.77
18-11-2014	01-02	29.21
18-11-2014	02-03	28.09
18-11-2014	03-04	26.66
18-11-2014	04-05	28.1
18-11-2014	05-06	30.52
18-11-2014	06-07	35.73
18-11-2014	07-08	44.37
18-11-2014	08-09	45.43
18-11-2014	09-10	45.46
18-11-2014	10-11	35.19
18-11-2014	11-12	35.54
18-11-2014	12-13	34.99
18-11-2014	13-14	34.6
18-11-2014	14-15	45.54
18-11-2014	15-16	60.42
18-11-2014	16-17	55.19
18-11-2014	17-18	49.9
18-11-2014	18-19	49.95
18-11-2014	19-20	33.82
18-11-2014	20-21	32.65
18-11-2014	21-22	31.91
18-11-2014	22-23	31.06
18-11-2014	23-00	30.5
19-11-2014	00-01	30.24
19-11-2014	01-02	29.6
19-11-2014	02-03	29.12
19-11-2014	03-04	28.54
19-11-2014	04-05	29.65
19-11-2014	05-06	31
19-11-2014	06-07	36.51
19-11-2014	07-08	40.52
19-11-2014	08-09	37.51
19-11-2014	09-10	38.73
19-11-2014	10-11	34.86
19-11-2014	11-12	34.58
19-11-2014	12-13	34.48
19-11-2014	13-14	34.69
19-11-2014	14-15	40.54
19-11-2014	15-16	42.91
19-11-2014	16-17	43.72
19-11-2014	17-18	41.33
19-11-2014	18-19	41.4
19-11-2014	19-20	34.56
19-11-2014	20-21	33.03
19-11-2014	21-22	32.62
19-11-2014	22-23	32.13
19-11-2014	23-00	31.27
20-11-2014	00-01	31.88
20-11-2014	01-02	31.38
20-11-2014	02-03	30.74
20-11-2014	03-04	30.09
20-11-2014	04-05	30.48
20-11-2014	05-06	32.36
20-11-2014	06-07	37.28
20-11-2014	07-08	44.71
20-11-2014	08-09	43
20-11-2014	09-10	42.66
20-11-2014	10-11	35.05
20-11-2014	11-12	34.56
20-11-2014	12-13	34.33
20-11-2014	13-14	34.52
20-11-2014	14-15	39.39
20-11-2014	15-16	49.91
20-11-2014	16-17	53.49
20-11-2014	17-18	44.58
20-11-2014	18-19	50.18
20-11-2014	19-20	35.31
20-11-2014	20-21	34.02
20-11-2014	21-22	33.95
20-11-2014	22-23	33.3
20-11-2014	23-00	32.13
21-11-2014	00-01	31.69
21-11-2014	01-02	31.06
21-11-2014	02-03	30.82
21-11-2014	03-04	30.3
21-11-2014	04-05	30.63
21-11-2014	05-06	32.05
21-11-2014	06-07	45.53
21-11-2014	07-08	74.32
21-11-2014	08-09	72.08
21-11-2014	09-10	63.04
21-11-2014	10-11	45.93
21-11-2014	11-12	37.67
21-11-2014	12-13	35.76
21-11-2014	13-14	35.84
21-11-2014	14-15	47.62
21-11-2014	15-16	73.03
21-11-2014	16-17	72.02
21-11-2014	17-18	73.05
21-11-2014	18-19	72.09
21-11-2014	19-20	37.17
21-11-2014	20-21	34
21-11-2014	21-22	33.89
21-11-2014	22-23	33.3
21-11-2014	23-00	31.42
22-11-2014	00-01	31.74
22-11-2014	01-02	31.19
22-11-2014	02-03	31.07
22-11-2014	03-04	30.57
22-11-2014	04-05	30.31
22-11-2014	05-06	30.73
22-11-2014	06-07	31.56
22-11-2014	07-08	32.77
22-11-2014	08-09	32.49
22-11-2014	09-10	32.96
22-11-2014	10-11	33.15
22-11-2014	11-12	33.15
22-11-2014	12-13	32.9
22-11-2014	13-14	32.35
22-11-2014	14-15	32.63
22-11-2014	15-16	34.75
22-11-2014	16-17	39.95
22-11-2014	17-18	38.75
22-11-2014	18-19	34.45
22-11-2014	19-20	33.32
22-11-2014	20-21	32.7
22-11-2014	21-22	31.76
22-11-2014	22-23	31.45
22-11-2014	23-00	30.81
23-11-2014	00-01	29.78
23-11-2014	01-02	28.91
23-11-2014	02-03	28.58
23-11-2014	03-04	28.12
23-11-2014	04-05	28.12
23-11-2014	05-06	28.74
23-11-2014	06-07	29.53
23-11-2014	07-08	29.9
23-11-2014	08-09	29.95
23-11-2014	09-10	30.73
23-11-2014	10-11	30.96
23-11-2014	11-12	31.01
23-11-2014	12-13	31.06
23-11-2014	13-14	30.95
23-11-2014	14-15	30.92
23-11-2014	15-16	31.16
23-11-2014	16-17	31.89
23-11-2014	17-18	32.65
23-11-2014	18-19	32.37
23-11-2014	19-20	31.59
23-11-2014	20-21	30.82
23-11-2014	21-22	29.84
23-11-2014	22-23	29.09
23-11-2014	23-00	26.62
24-11-2014	00-01	16.25
24-11-2014	01-02	14.58
24-11-2014	02-03	14.25
24-11-2014	03-04	13.37
24-11-2014	04-05	16.26
24-11-2014	05-06	26.1
24-11-2014	06-07	31.82
24-11-2014	07-08	39.91
24-11-2014	08-09	37.65
24-11-2014	09-10	38.25
24-11-2014	10-11	33.93
24-11-2014	11-12	32.96
24-11-2014	12-13	32.82
24-11-2014	13-14	33.17
24-11-2014	14-15	38.94
24-11-2014	15-16	43.6
24-11-2014	16-17	40.58
24-11-2014	17-18	37.24
24-11-2014	18-19	36.34
24-11-2014	19-20	33.13
24-11-2014	20-21	32.18
24-11-2014	21-22	31.89
24-11-2014	22-23	31.28
24-11-2014	23-00	30.79
25-11-2014	00-01	30.09
25-11-2014	01-02	29.58
25-11-2014	02-03	29.1
25-11-2014	03-04	28.74
25-11-2014	04-05	29.72
25-11-2014	05-06	31.25
25-11-2014	06-07	35.51
25-11-2014	07-08	41.44
25-11-2014	08-09	38.4
25-11-2014	09-10	43.24
25-11-2014	10-11	36.15
25-11-2014	11-12	35.55
25-11-2014	12-13	35.19
25-11-2014	13-14	35.57
25-11-2014	14-15	38.5
25-11-2014	15-16	55.92
25-11-2014	16-17	57.99
25-11-2014	17-18	69.44
25-11-2014	18-19	60.03
25-11-2014	19-20	34.56
25-11-2014	20-21	33.17
25-11-2014	21-22	33.14
25-11-2014	22-23	32.37
25-11-2014	23-00	31.65
26-11-2014	00-01	31.16
26-11-2014	01-02	30.85
26-11-2014	02-03	29.98
26-11-2014	03-04	29.18
26-11-2014	04-05	29.96
26-11-2014	05-06	31.38
26-11-2014	06-07	38.54
26-11-2014	07-08	54.84
26-11-2014	08-09	54.49
26-11-2014	09-10	51.08
26-11-2014	10-11	50.66
26-11-2014	11-12	44.33
26-11-2014	12-13	41.19
26-11-2014	13-14	40.05
26-11-2014	14-15	46.61
26-11-2014	15-16	49.94
26-11-2014	16-17	52
26-11-2014	17-18	57.32
26-11-2014	18-19	55.06
26-11-2014	19-20	35.7
26-11-2014	20-21	33.64
26-11-2014	21-22	33.07
26-11-2014	22-23	31.99
26-11-2014	23-00	31.04
27-11-2014	00-01	30.39
27-11-2014	01-02	30.22
27-11-2014	02-03	29.7
27-11-2014	03-04	29.67
27-11-2014	04-05	30.19
27-11-2014	05-06	31.43
27-11-2014	06-07	34.98
27-11-2014	07-08	39.62
27-11-2014	08-09	38.78
27-11-2014	09-10	38.63
27-11-2014	10-11	37.94
27-11-2014	11-12	36.39
27-11-2014	12-13	35.92
27-11-2014	13-14	36.2
27-11-2014	14-15	40.03
27-11-2014	15-16	41.38
27-11-2014	16-17	48.41
27-11-2014	17-18	47.22
27-11-2014	18-19	39.32
27-11-2014	19-20	35.84
27-11-2014	20-21	34.8
27-11-2014	21-22	33.46
27-11-2014	22-23	31.87
27-11-2014	23-00	30.74
28-11-2014	00-01	30.12
28-11-2014	01-02	29.84
28-11-2014	02-03	29.67
28-11-2014	03-04	29.75
28-11-2014	04-05	30.1
28-11-2014	05-06	31.1
28-11-2014	06-07	36.2
28-11-2014	07-08	42.07
28-11-2014	08-09	40.17
28-11-2014	09-10	40.09
28-11-2014	10-11	37.07
28-11-2014	11-12	34.04
28-11-2014	12-13	33.7
28-11-2014	13-14	34.92
28-11-2014	14-15	46.67
28-11-2014	15-16	52.87
28-11-2014	16-17	47.72
28-11-2014	17-18	44.4
28-11-2014	18-19	42.05
28-11-2014	19-20	34
28-11-2014	20-21	32.65
28-11-2014	21-22	31.85
28-11-2014	22-23	31.34
28-11-2014	23-00	30.7
29-11-2014	00-01	30.64
29-11-2014	01-02	30.26
29-11-2014	02-03	30.07
29-11-2014	03-04	30.01
29-11-2014	04-05	30.1
29-11-2014	05-06	30.34
29-11-2014	06-07	30.86
29-11-2014	07-08	31.63
29-11-2014	08-09	31.88
29-11-2014	09-10	32.62
29-11-2014	10-11	32.69
29-11-2014	11-12	32.49
29-11-2014	12-13	32.7
29-11-2014	13-14	32.15
29-11-2014	14-15	32.31
29-11-2014	15-16	38.99
29-11-2014	16-17	44.14
29-11-2014	17-18	42.43
29-11-2014	18-19	35.95
29-11-2014	19-20	32.93
29-11-2014	20-21	32.31
29-11-2014	21-22	32.17
29-11-2014	22-23	32.47
29-11-2014	23-00	31.41
30-11-2014	00-01	31.1
30-11-2014	01-02	30.52
30-11-2014	02-03	30.23
30-11-2014	03-04	30.15
30-11-2014	04-05	30.26
30-11-2014	05-06	30.41
30-11-2014	06-07	30.84
30-11-2014	07-08	31.14
30-11-2014	08-09	31.29
30-11-2014	09-10	31.87
30-11-2014	10-11	32.86
30-11-2014	11-12	33.5
30-11-2014	12-13	33.01
30-11-2014	13-14	32.64
30-11-2014	14-15	32.54
30-11-2014	15-16	37.63
30-11-2014	16-17	40.2
30-11-2014	17-18	40.58
30-11-2014	18-19	36.23
30-11-2014	19-20	33.6
30-11-2014	20-21	33.19
30-11-2014	21-22	32.5
30-11-2014	22-23	32.26
30-11-2014	23-00	31.26
01-12-2014	00-01	30.28
01-12-2014	01-02	29.89
01-12-2014	02-03	29.8
01-12-2014	03-04	29.88
01-12-2014	04-05	30.43
01-12-2014	05-06	38.4
01-12-2014	06-07	49.34
01-12-2014	07-08	63.13
01-12-2014	08-09	51.75
01-12-2014	09-10	53.19
01-12-2014	10-11	34.9
01-12-2014	11-12	34.44
01-12-2014	12-13	34.18
01-12-2014	13-14	34.19
01-12-2014	14-15	45.34
01-12-2014	15-16	74.47
01-12-2014	16-17	74.47
01-12-2014	17-18	74.47
01-12-2014	18-19	63.08
01-12-2014	19-20	35.45
01-12-2014	20-21	33.28
01-12-2014	21-22	32.94
01-12-2014	22-23	31.89
01-12-2014	23-00	31.05
02-12-2014	00-01	31.06
02-12-2014	01-02	30.59
02-12-2014	02-03	30.36
02-12-2014	03-04	29.84
02-12-2014	04-05	30.56
02-12-2014	05-06	31.66
02-12-2014	06-07	38.34
02-12-2014	07-08	44.4
02-12-2014	08-09	41.19
02-12-2014	09-10	41.55
02-12-2014	10-11	35.29
02-12-2014	11-12	34.46
02-12-2014	12-13	34.21
02-12-2014	13-14	34.47
02-12-2014	14-15	40.71
02-12-2014	15-16	44.71
02-12-2014	16-17	44.41
02-12-2014	17-18	42.3
02-12-2014	18-19	40.75
02-12-2014	19-20	34.41
02-12-2014	20-21	33.43
02-12-2014	21-22	33.1
02-12-2014	22-23	32.34
02-12-2014	23-00	31.82
03-12-2014	00-01	31.52
03-12-2014	01-02	31.49
03-12-2014	02-03	31.31
03-12-2014	03-04	31.33
03-12-2014	04-05	31.47
03-12-2014	05-06	33.13
03-12-2014	06-07	37.77
03-12-2014	07-08	45.54
03-12-2014	08-09	59.91
03-12-2014	09-10	43.1
03-12-2014	10-11	36.88
03-12-2014	11-12	34.66
03-12-2014	12-13	34.42
03-12-2014	13-14	34.74
03-12-2014	14-15	42.73
03-12-2014	15-16	64.09
03-12-2014	16-17	65.02
03-12-2014	17-18	60.85
03-12-2014	18-19	47.09
03-12-2014	19-20	34.26
03-12-2014	20-21	33.26
03-12-2014	21-22	33.22
03-12-2014	22-23	32.78
03-12-2014	23-00	31.79
04-12-2014	00-01	31.49
04-12-2014	01-02	31.14
04-12-2014	02-03	30.91
04-12-2014	03-04	30.97
04-12-2014	04-05	31.38
04-12-2014	05-06	32.23
04-12-2014	06-07	35.79
04-12-2014	07-08	50.82
04-12-2014	08-09	44.26
04-12-2014	09-10	50.63
04-12-2014	10-11	37.1
04-12-2014	11-12	36.38
04-12-2014	12-13	36.25
04-12-2014	13-14	36.59
04-12-2014	14-15	66.24
04-12-2014	15-16	64.25
04-12-2014	16-17	72.23
04-12-2014	17-18	73.09
04-12-2014	18-19	54.55
04-12-2014	19-20	36.09
04-12-2014	20-21	34.17
04-12-2014	21-22	33.95
04-12-2014	22-23	33.49
04-12-2014	23-00	32.04
05-12-2014	00-01	31.37
05-12-2014	01-02	30.99
05-12-2014	02-03	30.66
05-12-2014	03-04	30.72
05-12-2014	04-05	31.14
05-12-2014	05-06	32.07
05-12-2014	06-07	34.34
05-12-2014	07-08	43.26
05-12-2014	08-09	41.91
05-12-2014	09-10	40.71
05-12-2014	10-11	35.11
05-12-2014	11-12	34.31
05-12-2014	12-13	34.03
05-12-2014	13-14	34.02
05-12-2014	14-15	41.1
05-12-2014	15-16	46.81
05-12-2014	16-17	41.31
05-12-2014	17-18	40.28
05-12-2014	18-19	39.6
05-12-2014	19-20	33.14
05-12-2014	20-21	32.6
05-12-2014	21-22	32.41
05-12-2014	22-23	32.14
05-12-2014	23-00	31.47
06-12-2014	00-01	31.5
06-12-2014	01-02	31.05
06-12-2014	02-03	30.72
06-12-2014	03-04	30.76
06-12-2014	04-05	30.85
06-12-2014	05-06	31.03
06-12-2014	06-07	31.41
06-12-2014	07-08	31.8
06-12-2014	08-09	31.72
06-12-2014	09-10	32.02
06-12-2014	10-11	32.35
06-12-2014	11-12	32.24
06-12-2014	12-13	32.26
06-12-2014	13-14	32.21
06-12-2014	14-15	32.92
06-12-2014	15-16	40.86
06-12-2014	16-17	40.36
06-12-2014	17-18	40.77
06-12-2014	18-19	38.67
06-12-2014	19-20	33.76
06-12-2014	20-21	32.45
06-12-2014	21-22	40.86
06-12-2014	22-23	35.97
06-12-2014	23-00	30.94
07-12-2014	00-01	30.37
07-12-2014	01-02	29.55
07-12-2014	02-03	29.3
07-12-2014	03-04	28.49
07-12-2014	04-05	28.44
07-12-2014	05-06	28.69
07-12-2014	06-07	29.41
07-12-2014	07-08	29.87
07-12-2014	08-09	30.52
07-12-2014	09-10	31.12
07-12-2014	10-11	31.21
07-12-2014	11-12	31.25
07-12-2014	12-13	31.25
07-12-2014	13-14	31.01
07-12-2014	14-15	30.94
07-12-2014	15-16	31.27
07-12-2014	16-17	31.64
07-12-2014	17-18	32.11
07-12-2014	18-19	32.13
07-12-2014	19-20	31.66
07-12-2014	20-21	30.88
07-12-2014	21-22	30.83
07-12-2014	22-23	30.75
07-12-2014	23-00	29.83
08-12-2014	00-01	29.52
08-12-2014	01-02	29.05
08-12-2014	02-03	29.06
08-12-2014	03-04	29.27
08-12-2014	04-05	29.65
08-12-2014	05-06	30.4
08-12-2014	06-07	33.4
08-12-2014	07-08	47.45
08-12-2014	08-09	39.6
08-12-2014	09-10	42.26
08-12-2014	10-11	33.03
08-12-2014	11-12	32.79
08-12-2014	12-13	32.97
08-12-2014	13-14	33.36
08-12-2014	14-15	70.96
08-12-2014	15-16	70.98
08-12-2014	16-17	70.97
08-12-2014	17-18	54.66
08-12-2014	18-19	54.44
08-12-2014	19-20	33.87
08-12-2014	20-21	32.73
08-12-2014	21-22	32.42
08-12-2014	22-23	31.94
08-12-2014	23-00	31.33
09-12-2014	00-01	31.41
09-12-2014	01-02	30.93
09-12-2014	02-03	30.78
09-12-2014	03-04	30.76
09-12-2014	04-05	31.33
09-12-2014	05-06	31.75
09-12-2014	06-07	38.42
09-12-2014	07-08	66.98
09-12-2014	08-09	41.44
09-12-2014	09-10	39.97
09-12-2014	10-11	34.97
09-12-2014	11-12	33.96
09-12-2014	12-13	33.86
09-12-2014	13-14	34.15
09-12-2014	14-15	42.11
09-12-2014	15-16	59.94
09-12-2014	16-17	43.94
09-12-2014	17-18	39.42
09-12-2014	18-19	41.88
09-12-2014	19-20	32.66
09-12-2014	20-21	31.64
09-12-2014	21-22	31.24
09-12-2014	22-23	30.72
09-12-2014	23-00	29.75
10-12-2014	00-01	28.63
10-12-2014	01-02	27.77
10-12-2014	02-03	27.14
10-12-2014	03-04	27.03
10-12-2014	04-05	27.33
10-12-2014	05-06	28.71
10-12-2014	06-07	32.97
10-12-2014	07-08	41.49
10-12-2014	08-09	38.19
10-12-2014	09-10	39.36
10-12-2014	10-11	31.9
10-12-2014	11-12	31.71
10-12-2014	12-13	31.68
10-12-2014	13-14	31.95
10-12-2014	14-15	52.45
10-12-2014	15-16	41.44
10-12-2014	16-17	36.48
10-12-2014	17-18	36
10-12-2014	18-19	35.97
10-12-2014	19-20	31.53
10-12-2014	20-21	30.99
10-12-2014	21-22	30.81
10-12-2014	22-23	30.16
10-12-2014	23-00	29.05
11-12-2014	00-01	28.81
11-12-2014	01-02	28.28
11-12-2014	02-03	27.88
11-12-2014	03-04	28.07
11-12-2014	04-05	28.61
11-12-2014	05-06	29.34
11-12-2014	06-07	31.94
11-12-2014	07-08	56.28
11-12-2014	08-09	51.6
11-12-2014	09-10	49.22
11-12-2014	10-11	31.71
11-12-2014	11-12	31.09
11-12-2014	12-13	31.01
11-12-2014	13-14	31.48
11-12-2014	14-15	40.18
11-12-2014	15-16	60.24
11-12-2014	16-17	55.6
11-12-2014	17-18	40.92
11-12-2014	18-19	44.01
11-12-2014	19-20	31.68
11-12-2014	20-21	31.29
11-12-2014	21-22	30.91
11-12-2014	22-23	30.09
11-12-2014	23-00	29.74
12-12-2014	00-01	29.52
12-12-2014	01-02	29.23
12-12-2014	02-03	29.14
12-12-2014	03-04	29.11
12-12-2014	04-05	29.49
12-12-2014	05-06	30.44
12-12-2014	06-07	37.46
12-12-2014	07-08	57.95
12-12-2014	08-09	50.2
12-12-2014	09-10	48.5
12-12-2014	10-11	32.7
12-12-2014	11-12	32
12-12-2014	12-13	31.52
12-12-2014	13-14	31.49
12-12-2014	14-15	66.08
12-12-2014	15-16	66.08
12-12-2014	16-17	65.1
12-12-2014	17-18	64.06
12-12-2014	18-19	53.51
12-12-2014	19-20	31.9
12-12-2014	20-21	30.92
12-12-2014	21-22	30.76
12-12-2014	22-23	30.12
12-12-2014	23-00	29.72
13-12-2014	00-01	29.64
13-12-2014	01-02	29.39
13-12-2014	02-03	29.04
13-12-2014	03-04	28.87
13-12-2014	04-05	29.05
13-12-2014	05-06	29.34
13-12-2014	06-07	29.84
13-12-2014	07-08	30.15
13-12-2014	08-09	30.72
13-12-2014	09-10	31.24
13-12-2014	10-11	31.39
13-12-2014	11-12	31.49
13-12-2014	12-13	31.12
13-12-2014	13-14	31.06
13-12-2014	14-15	31.3
13-12-2014	15-16	34.36
13-12-2014	16-17	38.42
13-12-2014	17-18	35.72
13-12-2014	18-19	32.91
13-12-2014	19-20	31.51
13-12-2014	20-21	31.05
13-12-2014	21-22	30.89
13-12-2014	22-23	30.74
13-12-2014	23-00	30.37
14-12-2014	00-01	30.42
14-12-2014	01-02	30.02
14-12-2014	02-03	29.72
14-12-2014	03-04	29.46
14-12-2014	04-05	29.88
14-12-2014	05-06	29.91
14-12-2014	06-07	29.74
14-12-2014	07-08	29.96
14-12-2014	08-09	30.58
14-12-2014	09-10	31.05
14-12-2014	10-11	31.49
14-12-2014	11-12	31.29
14-12-2014	12-13	30.83
14-12-2014	13-14	30.74
14-12-2014	14-15	30.73
14-12-2014	15-16	31.13
14-12-2014	16-17	31.53
14-12-2014	17-18	31.49
14-12-2014	18-19	31.1
14-12-2014	19-20	30.91
14-12-2014	20-21	30.49
14-12-2014	21-22	30.2
14-12-2014	22-23	30.02
14-12-2014	23-00	28.99
15-12-2014	00-01	27.23
15-12-2014	01-02	25.65
15-12-2014	02-03	25
15-12-2014	03-04	25.51
15-12-2014	04-05	26.91
15-12-2014	05-06	28.41
15-12-2014	06-07	32.32
15-12-2014	07-08	51.11
15-12-2014	08-09	37.69
15-12-2014	09-10	44.03
15-12-2014	10-11	31.53
15-12-2014	11-12	31.44
15-12-2014	12-13	31.4
15-12-2014	13-14	31.54
15-12-2014	14-15	54.08
15-12-2014	15-16	65.03
15-12-2014	16-17	58.74
15-12-2014	17-18	35.78
15-12-2014	18-19	36.27
15-12-2014	19-20	31.67
15-12-2014	20-21	30.99
15-12-2014	21-22	30.93
15-12-2014	22-23	30.66
15-12-2014	23-00	30.1
16-12-2014	00-01	29.86
16-12-2014	01-02	29.66
16-12-2014	02-03	29.56
16-12-2014	03-04	29.55
16-12-2014	04-05	29.72
16-12-2014	05-06	30.07
16-12-2014	06-07	31.28
16-12-2014	07-08	44.58
16-12-2014	08-09	35.61
16-12-2014	09-10	36.41
16-12-2014	10-11	32.92
16-12-2014	11-12	32.43
16-12-2014	12-13	32.32
16-12-2014	13-14	32.55
16-12-2014	14-15	44.31
16-12-2014	15-16	61.94
16-12-2014	16-17	44.94
16-12-2014	17-18	34.01
16-12-2014	18-19	33.77
16-12-2014	19-20	32.36
16-12-2014	20-21	31.28
16-12-2014	21-22	30.96
16-12-2014	22-23	30.45
16-12-2014	23-00	29.88
17-12-2014	00-01	29.35
17-12-2014	01-02	28.53
17-12-2014	02-03	28.12
17-12-2014	03-04	28.25
17-12-2014	04-05	28.51
17-12-2014	05-06	29.75
17-12-2014	06-07	31.84
17-12-2014	07-08	50.03
17-12-2014	08-09	48.08
17-12-2014	09-10	34.98
17-12-2014	10-11	33.02
17-12-2014	11-12	33.29
17-12-2014	12-13	32.8
17-12-2014	13-14	33.5
17-12-2014	14-15	64.03
17-12-2014	15-16	64.02
17-12-2014	16-17	62.08
17-12-2014	17-18	50.01
17-12-2014	18-19	58.01
17-12-2014	19-20	34.7
17-12-2014	20-21	33.43
17-12-2014	21-22	32.54
17-12-2014	22-23	30.98
17-12-2014	23-00	29.88
18-12-2014	00-01	29.72
18-12-2014	01-02	29.53
18-12-2014	02-03	29.1
18-12-2014	03-04	29.05
18-12-2014	04-05	29.36
18-12-2014	05-06	32.11
18-12-2014	06-07	46.88
18-12-2014	07-08	67.7
18-12-2014	08-09	62.07
18-12-2014	09-10	46.9
18-12-2014	10-11	33.59
18-12-2014	11-12	32.84
18-12-2014	12-13	32.56
18-12-2014	13-14	32.5
18-12-2014	14-15	64.06
18-12-2014	15-16	64.1
18-12-2014	16-17	66.73
18-12-2014	17-18	46.87
18-12-2014	18-19	46.87
18-12-2014	19-20	35.48
18-12-2014	20-21	31.12
18-12-2014	21-22	30.43
18-12-2014	22-23	30.04
18-12-2014	23-00	29.37
19-12-2014	00-01	29.54
19-12-2014	01-02	29.15
19-12-2014	02-03	28.89
19-12-2014	03-04	28.56
19-12-2014	04-05	28.35
19-12-2014	05-06	29.32
19-12-2014	06-07	31.58
19-12-2014	07-08	46.78
19-12-2014	08-09	44.9
19-12-2014	09-10	34.9
19-12-2014	10-11	31.86
19-12-2014	11-12	31.53
19-12-2014	12-13	31.68
19-12-2014	13-14	31.04
19-12-2014	14-15	39.43
19-12-2014	15-16	46.77
19-12-2014	16-17	38.02
19-12-2014	17-18	34.98
19-12-2014	18-19	31.92
19-12-2014	19-20	30.7
19-12-2014	20-21	30.16
19-12-2014	21-22	30.14
19-12-2014	22-23	29.76
19-12-2014	23-00	29.07
20-12-2014	00-01	28.69
20-12-2014	01-02	27.91
20-12-2014	02-03	27.3
20-12-2014	03-04	26.38
20-12-2014	04-05	26.45
20-12-2014	05-06	27.42
20-12-2014	06-07	28.22
20-12-2014	07-08	28.98
20-12-2014	08-09	29.57
20-12-2014	09-10	29.78
20-12-2014	10-11	29.94
20-12-2014	11-12	29.97
20-12-2014	12-13	29.92
20-12-2014	13-14	29.85
20-12-2014	14-15	29.93
20-12-2014	15-16	30.36
20-12-2014	16-17	31.55
20-12-2014	17-18	31.39
20-12-2014	18-19	30.34
20-12-2014	19-20	30.05
20-12-2014	20-21	29.88
20-12-2014	21-22	29.8
20-12-2014	22-23	29.65
20-12-2014	23-00	29.06
21-12-2014	00-01	29.04
21-12-2014	01-02	28.64
21-12-2014	02-03	28.53
21-12-2014	03-04	28.51
21-12-2014	04-05	28.59
21-12-2014	05-06	28.81
21-12-2014	06-07	29.17
21-12-2014	07-08	29.51
21-12-2014	08-09	29.5
21-12-2014	09-10	29.66
21-12-2014	10-11	29.87
21-12-2014	11-12	29.95
21-12-2014	12-13	29.97
21-12-2014	13-14	29.98
21-12-2014	14-15	30.03
21-12-2014	15-16	30.33
21-12-2014	16-17	30.55
21-12-2014	17-18	30.64
21-12-2014	18-19	30.55
21-12-2014	19-20	30.33
21-12-2014	20-21	30.05
21-12-2014	21-22	29.93
21-12-2014	22-23	29.71
21-12-2014	23-00	29.21
22-12-2014	00-01	28.56
22-12-2014	01-02	27.95
22-12-2014	02-03	27.46
22-12-2014	03-04	27.12
22-12-2014	04-05	27.61
22-12-2014	05-06	28.67
22-12-2014	06-07	33.13
22-12-2014	07-08	41.74
22-12-2014	08-09	36.95
22-12-2014	09-10	39.9
22-12-2014	10-11	30.52
22-12-2014	11-12	30.28
22-12-2014	12-13	30.27
22-12-2014	13-14	30.53
22-12-2014	14-15	41.66
22-12-2014	15-16	38.94
22-12-2014	16-17	35.84
22-12-2014	17-18	35.89
22-12-2014	18-19	32.98
22-12-2014	19-20	30.24
22-12-2014	20-21	29.98
22-12-2014	21-22	29.7
22-12-2014	22-23	29.17
22-12-2014	23-00	28.33
23-12-2014	00-01	28.49
23-12-2014	01-02	27.91
23-12-2014	02-03	27.28
23-12-2014	03-04	26.87
23-12-2014	04-05	27
23-12-2014	05-06	28.61
23-12-2014	06-07	30.58
23-12-2014	07-08	38.18
23-12-2014	08-09	37.2
23-12-2014	09-10	35.9
23-12-2014	10-11	30.37
23-12-2014	11-12	30.23
23-12-2014	12-13	30.18
23-12-2014	13-14	30.25
23-12-2014	14-15	36
23-12-2014	15-16	39.99
23-12-2014	16-17	39.51
23-12-2014	17-18	37.02
23-12-2014	18-19	39.96
23-12-2014	19-20	31.9
23-12-2014	20-21	30.22
23-12-2014	21-22	29.86
23-12-2014	22-23	29.7
23-12-2014	23-00	28.84
24-12-2014	00-01	29.29
24-12-2014	01-02	28.84
24-12-2014	02-03	28.49
24-12-2014	03-04	28.12
24-12-2014	04-05	28.05
24-12-2014	05-06	28.72
24-12-2014	06-07	29.29
24-12-2014	07-08	32.45
24-12-2014	08-09	33.56
24-12-2014	09-10	33.7
24-12-2014	10-11	30.34
24-12-2014	11-12	30.25
24-12-2014	12-13	30.05
24-12-2014	13-14	30.01
24-12-2014	14-15	41.97
24-12-2014	15-16	42.24
24-12-2014	16-17	37.21
24-12-2014	17-18	34.96
24-12-2014	18-19	31.99
24-12-2014	19-20	29.54
24-12-2014	20-21	29.4
24-12-2014	21-22	29.41
24-12-2014	22-23	29.47
24-12-2014	23-00	29.29
25-12-2014	00-01	29.43
25-12-2014	01-02	29
25-12-2014	02-03	28.49
25-12-2014	03-04	28.4
25-12-2014	04-05	28.51
25-12-2014	05-06	29.1
25-12-2014	06-07	29.56
25-12-2014	07-08	33.25
25-12-2014	08-09	34.99
25-12-2014	09-10	37.68
25-12-2014	10-11	30.54
25-12-2014	11-12	30.29
25-12-2014	12-13	30.17
25-12-2014	13-14	30.59
25-12-2014	14-15	45.62
25-12-2014	15-16	45.63
25-12-2014	16-17	45.65
25-12-2014	17-18	45.64
25-12-2014	18-19	45.63
25-12-2014	19-20	38.93
25-12-2014	20-21	30.55
25-12-2014	21-22	32.77
25-12-2014	22-23	30.46
25-12-2014	23-00	30.01
26-12-2014	00-01	30
26-12-2014	01-02	29.69
26-12-2014	02-03	29.51
